cert,rssd,asset
34240,3180257,205965
58434,,205963
30819,,205906
210,1205286,205809
18132,2184043,205719
8118,1399804,205709
267,,205703
5249,1246364,205495
27752,,205346
15121,1141218,205249
5396,1141553,205007
3846,3575264,204990
28925,2823696,204848
5602,1085358,204837
31406,,204828
35027,3839920,204771
8122,1363935,204746
15111,2111562,204024
35164,,203712
23764,1066049,203620
19978,1132757,203465
58584,3824261,203448
35029,2775142,202907
12149,1119404,202815
8752,1206014,202782
59104,5082869,202738
22090,1083091,202699
22526,2693929,202686
6088,1129542,202622
496,1943917,202358
3289,3685109,202323
3225,3831625,202237
27965,3828595,202222
14761,1099618,202099
13753,1143913,202054
1913,,202012
17953,3878835,201968
15142,1094314,201873
13033,1209284,201713
230,1131424,201522
15687,2920830,201509
4773,1063141,201497
91280,2617082,201366
12706,3939473,201329
6662,1070541,201249
5538,2940810,201200
58377,3468478,201135
22536,2805544,201051
58371,,200888
58263,,200682
8511,1021570,200608
231,1132971,200212
31823,,200172
10127,1205044,200042
31158,3394643,199939
29772,,199753
11521,3045721,199719
14722,1250204,199576
57488,3153224,199477
2249,1417454,199375
34457,1135374,199226
34610,2615239,198934
58484,4230216,198877
23815,2115449,198811
35031,2734439,198566
9775,3097850,198422
5797,2471985,198308
19674,1133969,198168
5819,1143810,198070
14642,1248742,197980
12426,1056451,197612
23430,1130191,197352
19679,3435229,197221
5821,1207114,197196
22600,1130810,197137
11734,2494153,197036
35138,5216570,196591
17317,1051380,196466
41,2013246,196171
17832,1357103,196016
35480,2860262,195987
58000,4602000,195932
31905,3823974,195870
10829,2728652,195868
17572,1133585,195777
33926,2336794,195768
20931,1143285,195200
23597,1136906,195156
34407,2851578,195155
18216,3951998,195093
34710,,195041
22138,1085228,194918
29164,,194898
10118,1137172,194464
29705,3827918,194459
5469,1051401,194446
6671,1139149,194338
32025,3832181,194210
3720,,194094
5548,1109825,193964
35388,,193318
4551,1094314,193254
14136,,193007
29907,3848397,192955
19274,4437426,192893
14420,2267731,192864
31043,3130542,192814
57892,3270037,192791
26542,2127022,192655
57280,3700936,192648
29842,,192481
7085,,192390
13113,3199790,192344
57312,1057113,192245
13209,2524443,192156
5336,1128639,191960
17856,2088208,191918
8942,1127155,191854
9080,2391784,191724
26829,2552400,191567
7599,1406935,191541
1169,3157008,191506
11934,5307638,191313
12087,1139596,191299
28167,,191109
16479,1204618,191109
4050,1062050,190933
15164,,190837
3140,2952541,190781
33010,2325912,190525
3087,1106990,190489
5558,5085972,190487
7031,,190370
5186,1247576,190314
28425,,190234
35084,2877402,190175
1198,1237447,190163
8867,1127276,190135
5252,1123401,189955
3063,1062528,189894
3821,2931331,189722
1847,1210217,189707
18474,1056769,189706
15590,1119105,189667
9529,3089314,189486
9069,1246252,189453
10438,2267982,189230
2838,2685577,189223
19234,1104615,189072
24305,4575047,188923
57230,3049626,188904
5600,1416907,188824
17302,1209837,188659
4766,2796857,188274
16201,1210208,188130
57277,5045417,188085
30119,,188025
27254,1493636,187962
29981,4553951,187909
13905,1141227,187752
14311,1053870,187708
21486,1139859,187608
14534,1099805,187557
17906,1085349,187537
10976,1246494,187253
10532,1109722,187136
31077,1253821,187117
15610,1245321,186956
17128,1124163,186894
1468,1135374,186805
4660,4328083,186747
11519,1127409,186690
3075,1108323,186665
58133,,186659
15336,2388663,186632
19540,1200665,186585
57624,,186511
32393,4256159,186509
10879,3421446,186327
11823,2851318,186322
57129,3793125,186300
4526,3201086,186238
12602,3566749,186057
10384,2892067,185684
9462,1071155,185484
14991,1071605,185459
57954,,185154
13242,3087039,185106
155,3194076,184974
31121,3135190,184808
11922,4935502,184780
8296,1095469,184738
35455,2955300,184592
18641,1202986,184516
17979,,184361
3388,2454773,184232
10853,1129944,184202
3639,1207785,183847
5623,1098264,183782
27742,3252659,183393
18223,2937100,183363
1609,1128554,183054
58220,,182959
15158,3179961,182866
19349,1491445,182391
8282,1491463,182347
2154,,182303
34966,3836385,182173
33794,2224239,182143
12485,2168977,182014
30150,,181958
12511,1126082,181919
11477,,181888
22086,3365296,181789
58231,,181772
10920,1060234,181580
58049,1098620,181556
33959,1242188,181508
35101,2836294,181506
28793,3845668,181274
8569,1051380,180989
57694,3232361,180380
26271,,180358
11732,1491717,180357
29676,,180352
12214,1096091,180246
14994,2264020,180057
4464,1200142,179904
4678,1055669,179536
14705,1205576,179466
28908,,179205
2228,2043346,179086
10460,1095816,179007
28445,2507642,178828
10137,1071810,178783
19544,1123616,178755
1547,1202119,178665
3342,2227481,178495
10595,2587411,178473
1125,1363908,178278
58230,1491463,178186
77,1084061,178169
22340,2623001,178056
22460,2349888,177937
9320,,177904
9932,1127182,177618
2375,1085488,177435
4636,1067916,177431
35323,3157549,177320
18710,1050226,177290
58292,3404524,177168
21163,1081239,177104
25122,1246784,177052
21557,4404277,176862
13652,1125085,176857
35439,4361923,176617
15126,1205473,176592
11792,1109731,176561
8491,1206425,176546
3255,3220274,176484
21525,1125423,176306
12126,2745613,176281
11674,1207459,176084
4646,1053384,175937
3178,5193420,175920
19440,3340556,175872
3702,1206603,175638
13430,1123719,175572
19590,1081510,175270
12857,1210468,175270
9392,,175191
1028,1099092,175169
15629,1143128,175142
11782,,175075
15772,2291398,175033
16780,1129805,174921
59183,,174815
19800,1086355,174730
8083,2524537,174410
1781,1209985,174334
31539,,174229
57915,4446521,174146
1713,,174108
34784,2757111,173981
9356,1086739,173923
15405,4771988,173911
8035,1249329,173881
51,1139998,173799
18856,4877237,173720
25869,1139439,173460
57867,3370085,173324
13887,1086485,173293
15830,1020667,173200
8884,1056910,173071
1213,1909445,173057
30551,,172677
15523,,172562
58826,1064652,172353
8274,1097173,172020
30248,4522199,171922
15064,2668468,171921
14247,1209529,171911
10531,1108985,171702
25749,2698906,171267
13111,1207552,171140
58932,3879720,171132
1821,1130762,171103
18780,1104389,171064
8943,1142206,171049
57034,3260551,171020
58768,3635560,170946
11252,1246618,170912
10122,1202333,170779
1604,1125496,170499
34918,2759601,170460
10561,4523440,170451
29933,,170166
26189,4046640,170140
1964,1067354,170018
15664,1250053,169950
1992,3304361,169790
30429,,169695
22925,1070970,169345
8250,,169121
5740,1137453,169041
34686,2646037,168821
9420,1126372,168784
29293,,168692
34887,3123339,168664
4049,,168639
22636,2647360,168638
11785,1108985,168631
13748,,168168
13654,1123111,168155
3320,1918081,167969
1849,1204533,167881
22242,,167875
8500,2592705,167685
10568,3802540,167498
14809,1249105,167458
16162,1096046,167374
27918,,167119
10473,2067771,167001
15899,1062425,166958
421,2180205,166956
14744,,166772
27351,1250754,166720
14345,1057186,166483
30707,3835155,166033
24677,1129690,165808
2779,1141302,165802
8851,4792022,165478
57092,,165376
13801,1135196,165299
35103,3439713,165294
34193,,165203
26539,,165171
19163,1493672,165166
58859,,164936
29345,4151919,164623
57058,4639435,164565
1418,1060104,164507
34160,2530118,164164
7590,2409755,164134
16895,3069482,164036
19749,3199585,163999
6725,3015612,163886
9998,1131750,163745
32532,3049569,163677
58113,5406223,163609
27723,,163417
14894,1071771,163396
16600,2049142,163289
4067,1065613,163261
16601,1870022,162947
15651,1202258,162941
57990,4859596,162870
30357,,162554
28812,5046816,162544
26554,,162412
58218,,162396
58602,3596269,162282
57576,3199820,161978
27219,1248005,161945
35212,3450530,161929
10528,1106525,161863
3161,3220836,161575
10012,1141133,161445
9745,1125553,161407
2205,1134470,161376
58348,3547887,161036
59106,,161029
29749,,160962
22601,1064317,160814
29679,,160776
29121,2887296,160606
31272,2613141,160544
877,2453936,160394
11907,,160220
58560,3602133,159887
2477,1416738,159878
10467,1916920,159806
57784,,159760
2805,2081834,159575
1611,1131013,159566
3858,1099243,159428
5490,1965768,159303
35304,3488234,159137
57733,5216570,159029
22447,3685891,159026
57632,,159025
11415,1133549,158930
2247,2013947,158861
6180,2722892,158821
58103,,158807
29281,,158788
13784,1871588,158770
16704,1134872,158707
10845,2576415,158652
1956,1141900,158622
1434,1054859,158505
6051,1139000,158341
15611,1059797,158293
57571,3191459,158205
15519,3647572,158203
11904,,158203
9973,3600399,158037
4945,,158032
10989,4035943,157746
6637,1137891,157703
13195,1128590,157665
9310,2538860,157622
6954,1249075,157150
57513,,157001
29384,,156998
21874,4166397,156955
23805,,156914
11788,2376727,156852
24498,1133044,156769
58724,4181130,156317
28555,4352574,156220
26871,3848632,156007
1946,2352253,156003
9024,1357046,155869
6990,,155811
248,1201729,155775
8735,1099506,155722
352,1128264,155540
58148,,155513
58289,3923539,155508
15763,1248809,155408
6078,,155387
14392,1208483,155359
58274,,155293
12236,2851279,155144
529,1020920,155059
27767,,155008
6706,4226693,155003
57396,5140312,154889
18282,2184043,154706
1867,1248836,154387
8821,1126738,154219
14468,,154128
11903,1105283,154098
57933,,153989
35604,,153890
22669,,153844
57420,,153742
34747,,153725
8824,2565950,153657
34014,2299040,153654
25703,1993547,153650
8533,1109487,153583
13274,2480491,153369
58106,3374243,153251
18120,,153197
9259,1491520,153142
35220,2910970,152974
28186,,152437
58082,,152344
12303,3181405,152269
8487,1095861,152220
18620,2753869,152190
15282,3575723,152162
15701,1095245,152049
50,3587294,152037
28712,,151963
15306,1126523,151833
5704,,151821
12315,1898008,151815
14361,1076057,151808
16126,1118621,151736
10594,3674215,151691
29745,,151531
33805,2066390,151511
20761,3347274,151412
17993,1131367,151388
17927,4399337,151323
7789,1142813,151180
33552,1202258,151084
1168,1058615,151045
22739,1082544,151028
2160,1137752,150936
13775,1997862,150697
31994,,150589
1141,,150532
14772,1250464,150384
5994,2725660,150347
31198,,149920
58952,4151012,149899
10382,1204300,149667
15813,2037569,149638
15598,1126626,149538
10375,3155273,149432
3830,1131303,149412
9746,1126466,149379
3110,1103207,149304
14230,3070415,149207
3144,2215451,149199
8243,3664216,149120
10520,1071865,149072
16910,3438051,149043
8775,1132140,148894
262,2262268,148888
31900,4880358,148740
16369,1080737,148701
5283,3009938,148564
1464,2960359,148456
16079,4771997,148442
14619,,148349
31249,4498726,148317
6786,1404641,148287
30692,3842948,148212
5439,2540283,148185
3293,1100813,148135
3902,1131237,147932
16283,1493636,147930
11002,5013694,147908
15913,1208018,147834
27398,1406953,147740
12956,,147720
4960,1082834,147554
6800,1076169,147322
2453,2878294,147226
12244,1054765,147147
6442,2579612,147119
7631,1249945,146929
16152,1085901,146909
33880,2486813,146907
2286,5314748,146713
12162,1099841,146697
10121,1204784,146424
16333,1058071,146404
58630,5110641,146322
2945,3658729,146301
5384,1059733,146120
8126,1951127,146057
10505,,145992
30058,,145961
2708,1427220,145956
31127,3814459,145912
27556,4352444,145764
11582,,145741
11243,1098004,145732
20429,1084753,145671
17830,2688596,145586
15873,1143454,145578
99,,145561
57931,,145497
29313,1924804,145455
1218,1417137,145393
6659,2438399,145274
57074,3780938,145122
30516,3823965,145065
16473,1055351,145039
57872,,144995
8251,1399505,144931
15165,3072017,144927
1908,,144916
15908,3834831,144843
12079,1084696,144824
58322,3438967,144769
58324,,144726
28060,,144594
14952,1056769,144422
22639,1067701,144392
10163,2734028,144363
16866,2692548,144313
59099,,144312
11902,2100119,144307
9306,1099270,144277
4611,,144181
30439,5112542,144094
14491,2835680,144025
29170,2589666,144010
10191,1495797,143785
3109,1106990,143769
12836,,143649
16334,2215415,143472
8560,1060047,143170
15146,1125432,143072
12384,1141692,142991
29571,,142900
10446,1247624,142896
16854,2921695,142876
19755,1082236,142796
291,,142773
25644,1031515,142770
16339,1058697,142725
2496,2606693,142669
737,1248993,142610
35450,3097458,142583
13853,1245385,142494
418,1060711,142389
14930,2139708,142374
6101,2201883,142251
58158,4087894,142173
30084,,142057
57395,,141993
26881,2930419,141969
15010,4499983,141911
34468,2004749,141906
9777,2605249,141861
58678,,141833
4059,1066852,141749
33103,,141537
10928,2962344,141424
58772,4181130,141415
17650,3343070,141409
16161,,141356
10055,,141312
90040,,141267
35430,3251661,141193
29813,,141180
24867,3587146,141100
307,1085460,141100
20215,1141115,141056
27043,2497837,141054
11671,1137453,140956
57884,5119363,140828
8595,4459754,140750
14604,3658028,140735
9307,1071678,140703
17734,1134199,140509
1941,1097744,140484
29024,,140355
17208,,140303
1490,,140276
33831,4103310,140262
9323,3723953,140261
13819,1051698,140121
9388,,140112
11699,3154333,140006
27026,2943419,139981
15038,1472060,139759
11680,1205192,139604
26727,,139417
29743,,139369
26358,1404678,139361
10967,1122178,139269
14352,2604493,138954
2765,1098554,138909
13955,1135280,138833
57579,3213324,138732
21897,1097445,138476
10998,2466235,138320
16748,1246382,138254
5180,1126934,138213
5270,1122534,138134
58347,,138127
29206,3799006,138043
17399,1067514,137900
2469,1247727,137774
29636,,137754
297,1250071,137730
16547,1210084,137723
19744,3010288,137697
14208,2339928,137675
11463,,137366
33026,,137117
30987,,136891
29173,,136859
17773,3614668,136734
6732,2376969,136537
58597,,136495
10497,1203488,136349
10984,2728438,136274
11667,1398991,136219
22046,1140190,136073
10125,1990096,135744
12410,1926228,135719
11905,1105818,135687
8028,2349516,135562
879,2645937,135522
10169,3348011,135496
22888,,135465
12195,4792022,135401
2828,2848653,135400
29577,5110324,135315
14413,2858399,135275
10494,1140912,135247
1982,1857171,134987
58359,1050495,134953
21721,1204609,134796
19689,1140725,134789
15311,2339562,134711
13080,1201989,134703
17513,2616179,134607
18284,1416569,134546
18356,1969485,134506
5590,1102170,134485
1843,1135507,134427
8214,,134418
13692,3612244,134390
9517,1202865,134304
2057,1122057,134213
29645,,134156
4735,2411628,134079
58743,,134071
3607,1839177,133624
8647,1883219,133622
12716,1203899,133547
15367,1144228,133445
3762,4805632,133409
10860,2232748,133354
30183,,133297
13662,2911931,133025
4148,1061316,132861
26340,,132785
4778,3822632,132692
30166,4565721,132675
34662,2908650,132632
34666,2621913,132419
9791,2313049,132364
10175,1128817,132325
16707,1061857,132320
58636,,132110
4241,2107499,132025
8267,1066094,131972
19351,1051193,131967
32277,5230905,131950
9105,1916760,131905
1839,1210347,131788
34938,3135435,131682
17913,3668223,131640
11348,2139708,131550
18019,1057896,131531
105,1099663,131339
13809,1126747,131301
5460,1052846,131191
7274,,131034
58806,5306583,130872
4722,,130569
59144,,130519
10345,1131899,130465
226,1208380,130240
9315,1071575,130160
12308,5193091,130158
1639,1096037,130126
11445,1137033,129972
58732,3619140,129889
11242,3487965,129845
10236,1123803,129781
35043,2756776,129768
1380,4211336,129730
26798,5421422,129480
11232,2342722,129470
4061,1055708,129431
30595,2737823,129413
28989,4974631,129355
14773,1203022,129327
321,1119057,129285
19200,1097137,128994
2753,1098639,128948
10916,1061099,128913
16859,1055696,128782
58079,4815501,128593
28769,,128505
1150,1066526,128276
11862,1066263,128235
15480,1107072,128139
35056,3619702,128079
5636,5070192,127949
1970,2575230,127862
34526,2598378,127842
20776,2238544,127828
2320,2606321,127774
16396,,127610
32293,,127407
58593,4465559,127319
10588,1100028,127273
29926,1134069,127248
26450,,127225
969,,127215
11013,1126493,127101
22811,2447935,127082
876,1085536,127058
81,,126939
35060,2747288,126758
16187,1127481,126657
1980,1125900,126632
15261,1059573,126489
10674,1057168,126329
57254,1985131,126285
29764,3842863,126178
24199,,126151
17733,2466235,126088
10184,2466235,126028
12349,1516405,125963
15580,1246252,125871
149,3140961,125860
22034,2310217,125817
14523,1129896,125776
57656,,125717
27727,,125510
22070,,125369
57137,3392443,125174
4769,2260095,125117
16417,,125095
22756,1426782,125007
1937,,124903
21526,1083998,124901
29975,,124750
30976,3793077,124703
13249,1137686,124481
13883,1064689,124478
281,1071539,124198
8536,1126877,124119
3134,2007610,124080
1383,1128460,124068
18518,1209024,124029
3029,1998702,123959
26021,1493609,123925
11462,1416925,123907
57192,3025910,123859
15546,1138786,123780
13816,1204092,123718
28103,,123428
14415,2307310,123398
8205,1128705,123362
17369,1061455,123296
5564,1104110,123279
11932,1135057,123199
19720,1080885,123160
4196,1062416,123136
35303,2839044,123043
5525,1104307,123030
29696,3835100,123027
17451,1064513,123019
2804,1084052,122888
25851,4361035,122529
2735,2744849,122449
58745,1107830,122339
5624,2712781,122164
13382,2780717,122149
1983,4169950,122037
5814,5085664,121784
8317,1247017,121649
57429,3148622,121630
4398,2807007,121576
13167,1119404,121368
432,2411619,121328
3368,4839310,121315
16440,1863239,121266
31083,,121253
34995,1050495,121203
15826,2662596,121150
16114,3371701,121045
16370,1071333,120983
34171,3153260,120870
58413,3482054,120821
3749,1492497,120747
57336,3090842,120678
4626,1053496,120640
12207,3229503,120533
30943,3800667,120466
58482,3470088,120284
14275,2230249,120170
26576,,120071
20239,1249619,119962
1415,1124097,119933
2448,2356514,119819
10965,1125647,119746
26960,,119716
9313,1134283,119645
58450,,119629
1779,4933302,119600
17241,1136492,119566
2327,2355870,119533
8541,1126112,119517
27560,5140312,119432
16176,1105630,119388
30072,,119355
14864,,119262
3179,2723648,119119
9030,1249178,119072
29535,,119011
4193,5312539,118990
10194,1128424,118977
15427,1206779,118966
5369,1051429,118951
10502,1051504,118628
10788,4361361,118397
14225,1133183,118387
1931,1143904,118342
15907,1472118,118322
18761,3822874,118058
24865,1107830,117898
4041,,117856
8193,1125085,117830
2467,3559862,117655
58899,,117528
31488,3832846,117495
27909,1135404,117396
17543,1082898,117320
10799,1427387,117224
19515,2332143,117217
17259,1208728,117113
10250,4412151,117036
3327,3026896,117026
25161,2015857,116936
11259,1052387,116883
29495,,116835
17169,2145950,116722
23404,1129627,116655
17841,1141898,116586
4199,1142288,116542
16410,1063048,116539
8210,1125795,116426
505,1125898,116381
1837,1138375,116377
18394,1889499,116328
12232,3112472,116319
4664,1141722,116281
17126,4896377,116190
8140,2948254,116121
26513,,116040
35229,,115869
1092,2533070,115766
30969,,115742
15216,1081725,115717
10015,1128497,115649
29135,4028860,115629
29703,3828643,115513
4514,1200179,115481
9005,2619059,115392
35331,2907381,115375
18109,2723862,115354
58778,,115349
1439,1210459,115254
404,1055539,115250
15414,1202388,115226
58271,,115198
10980,1127687,115149
15585,2389978,115102
15249,1137145,115056
34930,2695727,114764
5116,1247969,114764
4097,1065211,114750
29980,2693992,114704
5557,,114680
17775,3938720,114650
10628,3468209,114454
24763,2860918,114441
10132,1247905,114377
58063,3357068,114289
2145,2412139,114250
28708,,114225
1972,1857779,114206
23523,1144040,114197
2723,2896207,114147
8831,4498726,113994
13381,1100055,113987
9735,1487327,113867
2379,1098808,113843
57882,,113794
4624,1065444,113731
33832,1491548,113691
1165,,113589
11750,3210369,113549
5214,2992396,113491
35172,,113348
5131,3271267,113231
1862,2166003,113181
11746,1205062,112946
3598,,112855
28315,,112817
29357,,112685
5589,1137284,112676
15355,3828250,112551
10280,1249909,112495
21693,5375785,112479
1118,,112463
8522,1139327,112449
34748,,112411
3098,1104567,112402
31257,4869072,112226
8762,1133923,112210
29208,3823451,111960
1778,1056732,111929
21728,2622219,111921
3808,1248489,111817
28543,4843755,111788
501,1363748,111724
10500,1889846,111370
18600,3255100,111352
5786,,111290
12694,1398731,110844
1705,1134751,110758
11225,1990096,110737
27910,,110727
15741,2354592,110639
34052,2340867,110597
10672,1133129,110498
22621,,110454
1566,1119253,110451
59148,,110423
10637,1050495,110359
33131,1247576,110275
17587,,110217
59098,,110145
18930,1138272,109958
5709,1246252,109931
34857,1204887,109883
5401,3675959,109798
29858,2623234,109786
12128,,109423
34020,2254704,109261
11446,1995523,109218
55130,3051580,109138
57785,3253825,109022
10407,1062528,108914
11409,2161437,108701
4621,1062854,108659
22942,4552356,108641
11181,3306561,108377
12305,2100119,108322
8863,1126327,108251
57899,4526496,108248
16275,1246252,108229
3197,1104941,108223
32348,,108215
1413,1125571,108184
15347,2250180,108114
12193,1123111,108090
15839,1206032,108023
16453,1135842,107926
26351,,107905
26738,1140967,107833
4775,1980592,107718
10176,1124435,107710
57799,,107586
57901,3311109,107521
8760,1245611,107520
14982,1204252,107515
58214,,107327
24966,1141580,107214
11726,1207178,107200
29241,,107198
183,,107147
29268,5371705,107113
29578,,107106
16170,5009147,107072
16177,,107035
23551,,107022
11317,3217180,107005
57569,3231373,106989
58537,,106920
25750,1249570,106897
35597,1097173,106687
2787,1836475,106604
10804,1099748,106481
29521,4253000,106441
21050,1132289,106412
21955,1061772,106359
17713,1492198,106300
9526,2514921,106256
24342,4419534,106027
13600,1105359,105992
94,1097463,105976
17872,,105615
4638,1051625,105601
1008,,105576
29238,,105541
13580,4465559,105536
17190,2087939,105431
9773,1127986,105387
11821,1122301,105318
12231,5060915,105276
11466,1095870,105248
23222,,105216
8693,1127249,105195
58517,3554988,105116
9523,2736899,105093
12309,3825138,104998
13962,1063301,104880
26687,1363793,104846
14731,,104539
17671,3470444,104532
27153,3839313,104468
17690,4456593,104442
32907,1208595,104394
3190,,104350
27704,3837467,104221
10957,1992335,104182
21692,1085415,104178
1480,1119516,104178
9265,1208652,104148
1475,1131554,104116
28349,3828634,104043
19381,,104036
5722,2948919,103961
12661,1205754,103931
34711,,103920
15270,5335378,103726
9036,1128497,103702
14051,1205491,103615
30126,,103509
2273,5192393,103348
30878,,103118
10374,1207691,103094
15092,2737971,102862
13787,1138393,102850
18448,1208410,102761
11719,1100297,102759
8640,1135039,102756
14960,2629834,102723
8896,1100251,102696
13959,3914872,102582
14349,1094444,102573
23986,1125245,102539
31089,,102536
18879,1136308,102524
3807,1099346,102522
30434,,102515
13616,1133615,102499
22993,2081722,102385
13813,1099579,102272
29399,,102206
234,1133615,102115
6762,2355759,102085
31479,3814655,102056
57391,1202258,102035
21567,5164448,101932
27506,3338692,101914
30121,,101876
10576,1137510,101819
15415,1097995,101563
12717,1827923,101340
16228,3124822,101213
14701,1095272,101201
34752,2917278,101146
19687,1139756,101054
27567,,101003
31545,,100956
8532,4125152,100949
15035,,100926
29066,4097969,100915
31711,,100891
34328,,100861
12325,3045815,100767
9467,1056723,100746
6638,2951106,100738
976,1245648,100455
28390,,100320
11634,1210468,100287
14904,2382335,100278
59113,5215715,100250
327,,100185
35206,,100028
10072,1081529,99991
10623,1138786,99889
4598,2090751,99855
9096,,99694
16656,1125441,99691
9615,3346745,99596
2616,,99483
3281,4805829,99434
16840,2519805,99403
15228,1202744,99383
10855,1205923,99368
57273,3123366,99331
30388,,99197
15928,2156835,99195
4094,1064184,99149
9196,2525048,99100
11759,1210301,99030
57025,4665265,98896
31410,3834710,98844
14291,1205156,98831
10160,2295837,98766
5892,,98722
26847,2857758,98697
9882,1052220,98669
29731,2496193,98590
2754,1098451,98549
10080,,98503
9822,1053973,98410
30615,4585916,98408
14912,2467942,98302
8510,1135534,98262
1903,1128723,97988
14293,,97831
4649,2338033,97746
5634,1131723,97553
18508,1130726,97353
14868,1210468,97288
1163,2566247,97280
59140,,97154
10319,3602227,97083
28157,4301394,96981
28635,3308051,96902
1787,1132319,96901
15214,2024318,96811
2444,1427211,96791
5791,1204887,96713
9659,1143575,96712
1730,1086775,96623
232,1137903,96593
18301,3361506,96591
17096,1126569,96427
14649,1207682,96228
10919,1065190,96218
504,1246355,96202
3170,2344641,96182
8259,1917918,96128
15259,1248041,96061
10315,1135374,96012
889,1250736,95867
18033,1140613,95793
12388,1248872,95750
10458,2735931,95679
8572,4504917,95557
18528,1056170,95479
26228,1246953,95318
10178,,95165
10004,1249691,95114
28035,,95017
17446,2922731,94924
17975,2581718,94886
18380,1364053,94663
58514,3116498,94568
12220,1067877,94565
29661,,94512
22358,1086382,94452
11355,2513214,94311
12283,,94285
28860,,94212
8350,1399644,93862
17193,1129515,93762
18164,1842551,93734
10464,2357575,93550
34393,2531553,93462
15113,1250679,93353
4232,2438205,93351
58037,,93176
26512,,93165
14914,1399783,93135
15820,2142324,93121
15738,1204355,93110
28384,4754301,93017
35547,4842329,92951
13983,1206171,92735
1744,1918755,92733
16120,1247389,92656
9881,2410603,92498
13798,1064081,92247
12298,2591267,92155
6110,2306993,92111
17782,,91996
5753,3084999,91673
12136,2356251,91506
21455,1108501,91440
58076,4848246,91399
22838,1204618,91383
26567,,91370
24272,,91285
9007,1123018,91207
30103,,91193
3599,2734073,91109
10858,1210114,91086
10492,1203910,91075
8564,2858942,91058
35241,3334489,90831
58300,3446430,90795
14561,,90770
15501,,90732
5405,1247811,90605
29517,,90542
4794,1051371,90538
3248,3828241,90357
5197,1123951,90236
10439,2746094,90204
13030,5280133,90134
58426,3480050,90124
8827,1124369,90119
16511,,90071
1745,,90021
3745,5043794,89856
29617,4843090,89843
58857,,89716
8058,1134153,89637
24064,,89546
8975,2411619,89456
6805,,89405
3817,1407071,89384
22514,,89355
21284,1129515,89336
9818,4045027,89239
33818,3832033,89082
31762,5041286,89071
22657,,89031
938,1840016,89005
9385,1022063,88987
12512,1210422,88952
9499,1143203,88951
28585,3793497,88903
28805,4495220,88900
11686,1246403,88876
9179,2854092,88778
58423,1974630,88751
5830,1051951,88665
9328,,88657
1599,1992335,88581
170,,88561
3358,1103515,88496
29471,,88477
58545,,88441
12395,1137453,88397
22430,,88374
17474,2314859,88353
4690,1472079,88303
22273,,88179
406,1052958,88081
18889,3436927,87822
8842,1020920,87763
35118,2774305,87761
9057,2317690,87748
16900,2418896,87603
31864,3842032,87495
5628,1098321,87468
11682,2861616,87438
27898,,87434
12372,,87408
5847,1099999,87380
1933,2780717,87223
284,2151670,87080
57167,,86889
4054,,86611
16185,,86557
6728,,86528
9332,1123812,86496
12899,2907251,86467
10971,2130303,86409
12402,1204430,86381
35558,3492790,86361
5087,1122413,86296
17232,3621497,86289
13794,1143678,86268
2786,1245684,86009
24085,1131460,85951
25054,3402511,85943
31329,,85928
22855,,85743
14920,,85676
4111,2411619,85508
57495,,85410
18454,1107223,85370
4796,4419301,85117
29910,3832202,85097
30954,,85079
35394,,85044
15606,1854303,85004
10991,1990087,84958
59143,,84859
29231,,84787
15774,2249371,84785
27385,,84674
28288,3799369,84620
925,1136924,84589
8700,,84481
4161,3822687,84387
19278,,84386
8191,1127548,84370
5117,1122217,84329
15011,,84267
14560,,84162
34386,3464340,84114
15744,2323495,83903
8833,1125151,83844
31197,3824476,83829
1438,2090779,83771
2301,,83769
4556,1099065,83671
9330,1127940,83629
15101,1920516,83545
58010,3314100,83299
3845,1099195,83232
22567,2516961,83217
8383,1128666,83192
10906,,83179
14251,3231382,83138
3698,1417539,83043
28369,,83005
9668,,82933
9669,2509507,82859
18165,1064410,82744
5377,3446748,82708
8499,3640407,82641
3977,2359962,82638
11764,1199808,82489
13802,,82321
9337,1133549,82279
8403,,82184
16752,3595431,82169
57952,3308510,82067
13104,3105568,82057
34460,,81998
24443,1108985,81971
23989,,81929
29691,,81821
26520,,81812
10330,2251132,81611
9811,1053339,81532
30619,,81496
28302,3849013,81481
13450,2006471,81455
10243,,81425
16167,1133204,81184
3837,1099421,81168
2157,,80903
5632,,80864
16448,,80836
14095,,80834
23242,,80748
30433,2592376,80698
17759,,80558
2300,2402813,80515
8390,1495788,80509
28949,,80312
15152,1978656,80097
32286,,80097
29426,,79925
10821,3390159,79876
32606,1918120,79845
13380,2251806,79719
16288,1141816,79651
23373,,79607
855,2111432,79532
17073,1081332,79267
4630,1063244,79209
29224,2398215,79183
8730,4512378,79092
57695,3802698,78834
10196,1140211,78772
17878,1247594,78587
11432,1119619,78569
8513,1210002,78564
59154,,78483
1600,1247576,78436
15939,,78306
9300,1139327,78300
4071,1063329,78283
33851,2263993,78257
12135,1416617,78224
19809,5382251,78110
16483,1916948,78102
15237,1059724,77999
9121,1127436,77956
8642,1125517,77755
28246,,77747
15532,1416989,77684
3818,1097678,77621
4482,1200964,77607
1945,,77420
29710,,77410
17661,,77337
15695,2059954,77227
8144,1084801,76928
15731,4851675,76864
19087,1059537,76777
6280,,76736
4092,2209030,76705
34334,3272367,76668
13669,2896092,76519
28677,4028897,76433
4123,1140060,76419
10057,,76416
13788,1249495,76340
21752,1061110,76203
9336,2295837,76181
11916,,76172
18136,2376558,76156
57640,3569049,75985
